investors
Sequoia Capital China
Founders Fund
Tiger Global Management
Khosla Ventures
Institutional Venture Partners
Sequoia Capital China
Tiger Global Management
Khosla Ventures
Tiger Global Management
Andreessen Horowitz
index Ventures
Tencent Holdings
Sequoia Capital
SoftBank Group
Forerunner Ventures
Tencent Holdings
Hillhouse Capital Management
GGV Capital
Accel
Tencent Holdings
Target Global
Benchmark
Sequoia Capital China
Accel
Lightspeed Venture Partners
New Enterprise Associates
Andreessen Horowitz
Andreessen Horowitz
General Catalyst
Volkswagen Group
Vattenfall
Khosla Ventures
Caffeinated Capital
DST Global
Tiger Global Management
Vickers Venture Partners
Coatue Management
New Enterprise Associates
KKR
LTW Capital
Didi Chuxing
Accel India
Tencent Holdings
Aviation Industry Corporation of China
Activant Capital
Accel
Sequoia Capital China
IDG Capital
SoftBank Group
KKR
Bessemer Venture Partners
DFJ Growth Fund
Sequoia Capital China
Ribbit Capital
Index Ventures
General Catalyst Partners
MindWorks Ventures
Index Ventures
Y Combinator
DJF
Upper90
Qualcomm Ventures
SBI Investment Korea
Sequoia Capital China
SoftBank Group
BOLDstart Ventures
DST Global
Redalpine Venture Partners
Summit Partners
Nintendo
Andreessen Horowitz
Kaalari Capital
Accel Partners
Lightspeed Venture Partners
Sequoia Capital India
Union Square Ventures
Sutter Hill Ventures
01 Advisors
Accel
Sixth Street Partners
D1 Capital Partners
New Enterprise Associates
Tenaya Capital
Bloomberg Beta
TA Associates
Tiger Global Management
Khosla Ventures
Tiger Global Management
NextView Ventures
Accel Partners
Initialized Capital
Menlo Ventures
Bessemer Venture Partners
Sequoia Capital China
Accel
Norwest Venture Partners
Andreessen Horowitz
Slack Fund
General Atlantic
Morgan Creek Digital
Third Point
Initialized Capital
Barter Ventures
Alibaba Group
Tencent
IDG Capital
DST Global
Andreessen Horowitz
Runa Capital
Technology Crossover Ventures
BPI France
Matrix Partners
Nexus Venture Partners
Aglae Ventures
Thrive Capital
New Enterprise Associates
Global Founders Capital
Blackstone
Technology Crossover Ventures
Battery Ventures
Union Square Ventures
Tencent
Atomico
Greylock Partners
Thrive Capital
Pine Brook
